name,release_date,steamspy_tags,median_playtime,price
Magnetis,2009-11-05,Indie;Casual;Puzzle,49,1.49
Windosill,2009-09-25,Casual;Point & Click;Indie,31,1.99
Darkest of Days,2010-03-01,Action;FPS;Time Travel,0,14.99
Quantz,2009-09-03,Indie;Casual;Puzzle,5,7.99
Jewel Quest Pack,2009-08-24,Casual;Puzzle;Match 3,0,14.99
Mahjong Quest Collection,2009-08-24,Casual;Puzzle,0,6.99
Coconut Queen,2009-12-17,Casual;Simulation,0,6.99
Build-A-Lot,2009-12-17,Simulation;Building,0,6.99
Build-A-Lot 2: Town of the Year,2009-12-17,Simulation,0,6.99
Build-A-Lot 3: Passport to Europe,2009-12-17,Simulation;Building,0,6.99
Build-A-Lot 4: Power Source,2009-12-17,Simulation,0,6.99
Farm Frenzy,2010-02-15,Casual;Agriculture,0,3.99
Farm Frenzy 2,2010-02-15,Casual;Agriculture;Time Management,0,3.99
Farm Frenzy: Pizza Party,2010-02-15,Casual;Agriculture,0,3.99
Farm Frenzy 3,2010-02-15,Casual;Puzzle;Agriculture,0,6.99
Farm Frenzy 3: American Pie,2010-02-15,Casual;Agriculture,0,6.99
Cradle of Rome,2010-02-20,Casual;Match 3,0,6.99
Cradle of Persia,2010-02-20,Casual;Match 3,0,6.99
Romance of Rome,2010-02-20,Casual;Hidden Object,0,6.99
Roogoo,2009-12-17,Casual;Puzzle;Masterpiece,4,0.79
Hotel Giant 2,2010-01-27,Simulation;Management,0,5.59
Fallout: A Post Nuclear Role Playing Game,2015-11-01,RPG;Post-apocalyptic;Classic,49,7.99
Fallout 2: A Post Nuclear Role Playing Game,2009-08-19,RPG;Post-apocalyptic;Classic,77,7.99
Fallout Tactics: Brotherhood of Steel,2009-08-19,Post-apocalyptic;Strategy;RPG,14,7.99
Kingpin — Life of Crime,2009-08-19,Action;FPS;Classic,0,6.99
MDK,2009-09-17,Action;Classic;Third-Person Shooter,0,6.99
MDK 2,2009-09-17,Action;Classic;Third Person,0,6.99
Earthworm Jim 2,2009-11-04,Adventure;Action;Classic,0,14.99
Faerie Solitaire,2010-09-17,Card Game;Casual;Indie,262,6.99
Toki Tori,2010-01-28,Puzzle;Indie;Casual,108,3.99
RUSH,2010-12-03,Puzzle;Indie;Casual,56,3.99
EDGE,2011-08-11,Puzzle;Indie;Action,43,4.99
Moonbase Alpha,2010-07-06,Space;Simulation;Free to Play,46,0.0
SEASON OF MYSTERY: The Cherry Blossom Murders,2010-02-03,Casual;Hidden Object;Adventure,0,2.99
RIFT,2011-03-01,Free to Play;MMORPG;Massively Multiplayer,1997,0.0
FINAL FANTASY VII,2013-07-04,JRPG;RPG;Classic,2805,9.99
FINAL FANTASY VIII,2013-12-05,JRPG;RPG;Classic,2470,9.99
Dungeon Siege,2011-04-05,RPG;Fantasy;Action RPG,347,4.99
Dungeon Siege II,2005-08-16,RPG;Fantasy;Action RPG,1502,4.99
FINAL FANTASY XIV Online,2014-02-18,MMORPG;Massively Multiplayer;RPG,9324,9.99
Gothic® 3,2009-12-02,RPG;Open World;Fantasy,1652,8.99
Gothic II: Gold Edition,2010-01-13,RPG;Classic;Open World,132,8.99
The Guild Gold Edition,2014-09-09,Strategy;Simulation;Economy,39,8.99
SpellForce - Platinum Edition,2009-11-03,RPG;Strategy;Action,2886,8.99
Painkiller: Resurrection,2009-10-27,Action;FPS,0,8.99
AquaNox,2010-04-20,Action;Underwater;Sci-fi,0,4.49
AquaNox 2: Revelation,2010-04-20,Action;Underwater;Cyberpunk,0,4.49
The Guild II,2010-06-24,Simulation;Strategy;Medieval,1018,8.99
The Guild II - Pirates of the European Seas,2010-06-24,Simulation;Strategy;Medieval,0,8.99
Chaser,2010-07-16,Action;FPS;Sci-fi,0,4.49
The Guild II Renaissance,2010-07-28,Simulation;Strategy;Economy,1590,8.99
ArcaniA,2010-10-11,RPG;Open World;Singleplayer,571,17.99
Nation Red,2009-09-03,Zombies;Action;Indie,222,1.79
Coniclysm,2010-03-26,Action,0,3.99
Supreme Commander 2,2010-03-01,Strategy;RTS;Sci-fi,2894,8.99
ItzaBitza,2009-10-01,Family Friendly,0,6.99
ItzaZoo,2009-12-09,Family Friendly,0,6.99
Risen,2009-10-02,RPG;Open World;Gothic,650,7.99
Rush for Berlin Gold,2009-10-29,Strategy;RTS;World War II,0,3.99
Secret Files: Tunguska,2009-10-29,Adventure;Point & Click;Female Protagonist,0,7.99
Secret Files 2: Puritas Cordis,2009-10-29,Adventure;Point & Click;Female Protagonist,0,7.99
Lost Horizon,2010-09-24,Adventure;Point & Click,34,7.99
nail'd,2010-11-30,Racing;Offroad;Action,210,3.99
Risen 2: Dark Waters,2012-04-26,RPG;Pirates;Open World,1257,7.99
AI War: Fleet Command,2009-10-21,Strategy;RTS;Space,338,6.99
Tidalis,2010-07-16,Casual;Indie;Puzzle,0,3.99
Sacraboar,2009-11-06,Strategy;Action;Indie,0,2.09
Machinarium,2009-10-16,Point & Click;Adventure;Puzzle,241,7.99
Samorost 2,2009-12-10,Adventure;Point & Click;Indie,53,3.99
The Misadventures of P.B. Winterbottom,2010-04-20,Indie;Puzzle;Platformer,19,3.99
Stronghold HD,2013-10-21,Strategy;Medieval;Base-Building,665,3.49
Stronghold Crusader HD,2013-10-21,Strategy;Medieval;RTS,183,7.49
Stronghold Legends: Steam Edition,2016-09-15,Strategy;Simulation;Medieval,519,11.99
Mafia,2002-08-28,Action;Adventure;Classic,32,7.99
Serious Sam HD: The First Encounter,2009-11-24,FPS;Action;Co-op,271,10.99
Serious Sam 3: BFE,2011-11-22,FPS;Action;Co-op,215,29.99
Hammerfight,2009-10-28,Action;Indie;Physics,254,3.99
Altitude,2009-12-04,Free to Play;Action;Indie,657,0.0
Doom Rails,2009-11-04,Action;Indie,0,1.99
Torchlight,2009-10-27,RPG;Action RPG;Hack and Slash,1144,10.99
Earthworm Jim 3D,2009-11-04,Adventure;Action;Platformer,0,14.99
Tommy Tronic,2010-10-28,Action;Adventure;Indie,0,6.99
Death and the Fly,2011-05-23,Indie,0,6.99
S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,Open World;Atmospheric;Post-apocalyptic,3186,12.99
Cargo! The Quest for Gravity,2011-04-21,Adventure;Action;Physics,540,6.99
Gratuitous Space Battles,2009-11-16,Strategy;Simulation;Indie,333,10.99
The Bard's Tale,2009-12-11,RPG;Adventure;Comedy,77,6.99
Trino,2011-01-27,Indie;Casual,0,3.49
Lead and Gold: Gangs of the Wild West,2010-04-08,Western;Action;Multiplayer,128,7.99
Hamilton's Great Adventure,2011-05-31,Adventure;Indie;Casual,184,6.99
Krater,2012-06-12,RPG;Indie;Adventure,369,10.99
Nancy Drew®: Secrets Can Kill REMASTERED,2011-07-25,Adventure;Point & Click;Mystery,0,5.19
Nancy Drew®: The Captive Curse,2011-07-25,Adventure;Point & Click;Mystery,0,5.19
Nancy Drew®: Trail of the Twister,2011-07-25,Adventure;Point & Click;Female Protagonist,0,4.99
DogFighter,2010-06-14,Action;Indie;Arcade,63,1.99
Singularity™,2010-06-30,FPS;Action;Sci-fi,148,14.99
Call of Duty®: Black Ops,2010-11-08,Action;FPS;Zombies,517,29.99
For The Glory: A Europa Universalis Game,2009-11-11,Strategy;Grand Strategy;Historical,44,7.99
Arsenal of Democracy: A Hearts of Iron Game,2010-02-23,Strategy;Grand Strategy;World War II,0,7.99
Sword of the Stars: Complete Collection,2010-06-04,Strategy;4X;Space,0,7.99
Magicka,2011-01-25,Comedy;Action;Co-op,369,7.99
The Kings' Crusade,2010-10-08,Strategy;Medieval,0,7.99
Elven Legacy: Magic,2009-12-03,Strategy,0,1.59
Elven Legacy: Siege,2009-11-17,Strategy,0,1.59
Elven Legacy: Ranger,2009-10-20,Strategy,0,1.59
Victoria II,2010-08-30,Grand Strategy;Strategy;Historical,4888,14.99
Victoria I Complete,2010-08-20,Strategy;Grand Strategy;Real-Time with Pause,17,7.99
Sword of the Stars II: Enhanced Edition,2012-11-30,Strategy;4X;Space,74,14.99
Front Mission Evolved,2010-10-07,Mechs;Action;Shooter,312,7.99
World of Zoo,2009-10-30,Simulation;Family Friendly;Singleplayer,115,4.99
The Haunted: Hells Reach,2011-10-24,Action;Indie;Co-op,333,5.99
M.U.D. TV,2010-04-19,Simulation;Strategy;Management,0,7.99
Nancy Drew®: Warnings at Waverly Academy,2010-01-13,Adventure;Point & Click;Mystery,0,5.19
Super Laser  Racer,2010-02-18,Racing;Indie;Action,0,2.99
GRID 2,2013-05-27,Racing;Sports;Multiplayer,243,19.98
F1 2011,2011-09-19,Racing;Simulation;Sports,3,9.99
GTR - FIA GT Racing Game,2012-09-25,Racing;Sports;Simulation,0,3.99
RACE Injection,2011-11-18,Racing;Simulation,1,8.99
GT Legends,2012-11-28,Racing;Simulation;Sports,0,4.99
Sol Survivor,2010-03-15,Tower Defense;Strategy;Indie,0,7.19
Secret of the Magic Crystals,2010-02-03,Casual;Horses;Indie,176,3.99
Wings of Prey,2010-01-08,Simulation;Flight;World War II,1154,6.99
Fortix,2010-04-14,Indie;Casual;Fantasy,287,0.99
Ignite,2011-10-28,Racing,0,6.99
Land It!,2016-08-01,Casual;Indie;Simulation,0,6.99
Fortix 2,2011-05-06,Indie;Casual;Puzzle,487,1.59
Devil May Cry 4,2009-12-22,Action;Hack and Slash;Character Action Game,946,15.99
Dark Void™,2010-01-22,Action;Adventure;Third-Person Shooter,143,6.49
Lost Planet: Extreme Condition Colonies Edition,2010-02-11,Action;Adventure;Third-Person Shooter,109,12.99
Dark Void™ Zero,2010-04-12,Action;Adventure;Platformer,0,2.99
Dead Rising® 2,2010-09-27,Zombies;Action;Open World,993,14.99
Lost Planet® 2,2010-10-15,Action;Co-op;Third-Person Shooter,879,12.99
Ultra Street Fighter® IV,2014-08-07,Fighting;Arcade;Competitive,1056,22.99
Dead Rising 2: Off the Record,2011-10-11,Action;Zombies;Open World,621,14.99
Bob Came in Pieces,2010-01-22,Indie;Adventure;Puzzle,0,3.99
A.I.M. Racing,2010-01-22,Racing;Action,0,0.0
NecroVisioN: Lost Company,2010-02-19,Action;FPS;World War I,0,4.99
Star Wolves 3: Civil War,2010-03-02,Strategy;RPG;Space,422,3.99
Star Wolves,2010-03-02,RPG;Strategy;Space,0,2.79
Star Wolves 2,2010-03-02,Strategy;RPG;Space,0,2.79
Theatre of War,2010-07-09,Strategy;World War II;RTS,0,2.79
Theatre of War 2: Africa 1943,2010-07-09,Strategy;Simulation;World War II,0,3.99
Real Warfare 1242,2011-11-30,Strategy;RTS;Medieval,0,2.79
Theatre of War 2: Kursk 1943,2010-07-09,Strategy;Simulation;World War II,0,3.99
Rig n Roll,2010-07-09,Simulation;Driving;Singleplayer,0,3.99
Reign: Conflict of Nations,2010-07-12,Strategy;Medieval,0,2.79
Greed: Black Border,2010-01-13,Action;RPG;Sci-fi,28,3.99
Avencast: Rise of the Mage,2010-03-17,RPG;Action;Action RPG,56,6.99
Future Wars,2010-07-15,Strategy;Turn-Based;Turn-Based Strategy,3,3.99
Grotesque Tactics: Evil Heroes,2010-10-15,RPG;Strategy;Indie,20,6.99
Still Life,2011-06-01,Adventure;Point & Click;Mystery,13,5.59
Still Life 2,2011-06-01,Adventure;Point & Click;Female Protagonist,0,5.59
Syberia,2011-05-19,Adventure;Point & Click;Puzzle,387,9.99
Syberia II,2011-05-19,Adventure;Point & Click;Puzzle,227,9.99
Wasteland Angel,2011-09-01,Action;Indie;Post-apocalyptic,101,6.99
Trapped Dead,2011-07-15,Zombies;Strategy;Action,157,3.99
Post Mortem,2011-08-26,Adventure;Point & Click;Mystery,0,5.59
Grotesque Tactics 2 – Dungeons and Donuts,2011-11-21,RPG;Strategy;Adventure,105,6.99
Swarm Arena,2010-08-19,Indie;Casual;Action,0,2.89
Ironclads: American Civil War,2010-04-28,Strategy;Naval,0,34.95
Ironclads: High Seas,2010-04-28,Strategy;Naval,0,34.95
Dimensity,2010-07-21,RPG;Action RPG,0,6.99
Hazen: The Dark Whispers,2010-04-28,RPG;Action RPG;Hack and Slash,0,7.99
World Basketball Manager 2010,2010-04-21,Simulation;Sports;Basketball,0,2.09
Dark Fall: Lost Souls,2010-04-21,Adventure;Indie;Horror,0,9.99
Ironclads: Schleswig War 1864,2011-06-21,Strategy;Naval,0,34.95
Making History II: The War of the World,2010-08-27,Strategy;Simulation;Grand Strategy,0,10.99
Armada 2526,2011-04-08,Strategy;Sci-fi;Space,399,10.99
Ironclads: Anglo Russian War 1866,2011-06-21,Strategy;Naval,0,34.95
Ironclads: Chincha Islands War 1866,2011-06-21,Strategy;Naval,0,34.95
Zombie Pirates,2011-04-20,Casual;Pirates;Zombies,0,10.99
Escape From Paradise,2010-07-08,Action,0,6.99
Escape From Paradise 2,2010-07-08,Action,0,6.99
Book of Legends,2010-07-08,Adventure;Hidden Object,0,6.99
Stronghold 3 Gold,2012-05-25,Strategy;City Builder;Medieval,758,0.0
Stronghold Kingdoms,2012-02-27,Strategy;Free to Play;Medieval,421,0.0
Command & Conquer 4: Tiberian Twilight,2010-03-18,Strategy;RTS;Multiplayer,267,9.99
Dragon Age™: Origins Awakening,2010-03-18,RPG;Fantasy;Multiple Endings,0,9.99
Dead Space™ 2,2011-01-27,Horror;Action;Sci-fi,272,14.99
Medal of Honor™,2010-10-12,FPS;Action;Shooter,166,14.99
RISK™: Factions,2011-03-08,Strategy;Board Game;Multiplayer,1754,7.99
Dragon Age: Origins - Ultimate Edition,2010-10-29,RPG;Fantasy;Story Rich,464,19.99
Need For Speed: Hot Pursuit,2010-12-14,Racing;Multiplayer;Open World,415,14.99
The Sims™ 3,2011-01-27,Simulation;Character Customization;Sandbox,499,24.99
Shift 2 Unleashed,2011-03-31,Racing;Simulation;Driving,0,19.99
LIMBO,2011-08-02,Indie;Platformer;Puzzle,127,6.99
Silent Hunter 5®: Battle of the Atlantic,2010-03-01,Simulation;World War II;Naval,1520,25.99
Voodoo Dice,2010-07-15,Casual;Puzzle,0,8.59
Assassin’s Creed® Brotherhood,2011-03-17,Action;Adventure;Open World,471,12.49
Anno 2070™,2011-11-17,Strategy;City Builder;Simulation,846,16.99
Mount & Blade: Warband,2010-03-31,Medieval;RPG;Open World,1884,14.99
Mount & Blade: With Fire & Sword,2011-05-03,RPG;Open World;Action,713,7.99
Ship Simulator Extremes,2010-08-27,Simulation;Realistic;Naval,0,14.99
Greed Corp,2010-12-10,Strategy;Turn-Based;Multiplayer,49,6.99
Hotel Dash™ Suite Success™,2010-05-06,Casual;Time Management,0,4.99
Commander: Conquest of the Americas,2010-07-30,Strategy;Naval;Pirates,0,7.99
Woody Two-Legs: Attack of the Zombie Pirates,2010-11-02,Casual;Pirates,0,3.99
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,Card Game;Strategy;Trading Card Game,935,0.0
Borderlands 2,2012-09-20,FPS;Co-op;RPG,1139,19.99
Beat Hazard,2010-04-15,Music;Indie;Shoot 'Em Up,633,6.99
Flight of the Icarus,2010-05-12,Indie;Action;Steampunk,22,3.99
CreaVures,2011-02-23,Indie;Platformer;Puzzle,0,3.99
Plain Sight,2010-04-05,Action;Indie;Multiplayer,0,3.99
Nimbus,2010-10-25,Indie;Racing;Puzzle,1,5.99
Mafia II,2011-03-22,Action;Open World;Crime,988,19.99
Spec Ops: The Line,2012-06-28,Story Rich;Third-Person Shooter;Action,301,19.99
Burn Zombie Burn!,2010-08-12,Action;Zombies,3,6.99
Professor Fizzwizzle and the Molten Mystery,2010-04-21,Casual;Puzzle,0,4.99
Hidden Expedition: Amazon,2010-04-21,Casual;Indie;Hidden Object,0,6.99
Hidden Expedition: Everest,2010-04-21,Casual;Hidden Object,0,6.99
Hidden Expedition: Titanic,2010-04-21,Casual;Hidden Object,0,6.99
Mystery Case Files: Huntsville™,2010-04-21,Casual;Hidden Object,0,6.99
Mystery Case Files: Madame Fate®,2007-12-14,Casual;Hidden Object,0,4.99
Mystery Case Files: Prime Suspects™,2010-04-21,Casual;Hidden Object,0,4.99
Mystery Case Files: Ravenhearst®,2010-04-21,Casual;Hidden Object,0,6.99
Mystery Case Files: Return to Ravenhearst™,2010-04-21,Casual;Hidden Object;Puzzle,0,6.99
My Tribe,2010-04-21,Casual;Simulation,0,6.99
Unwell Mel,2010-04-21,Casual;Match 3,0,4.99
Atlantis Sky Patrol,2010-04-21,Casual;Indie;Match 3,0,6.99
Drawn®: The Painted Tower,2011-01-19,Adventure;Casual;Point & Click,0,6.99
Flotilla,2010-04-01,Strategy;Indie;Adventure,257,6.99
Atom Zombie Smasher,2011-03-14,Strategy;Zombies;Indie,101,6.99
Homefront,2011-03-14,Action;FPS;Multiplayer,126,14.99
Red Faction®: Armageddon™,2011-06-09,Action;Destruction;Third Person,436,14.99
MX vs. ATV Reflex,2010-11-26,Racing;Offroad;Motocross,1024,14.99
"Warhammer 40,000: Space Marine",2011-09-08,Warhammer 40K;Action;Third-Person Shooter,537,19.99
Saints Row: The Third,2011-11-17,Open World;Action;Comedy,1033,6.99
NyxQuest: Kindred Spirits,2010-09-27,Adventure;Action;Platformer,0,1.99
Puzzle Dimension,2010-06-21,Puzzle;Indie;Casual,8,1.99
Amnesia: The Dark Descent,2010-09-08,Horror;First-Person;Atmospheric,41,14.99
Patrician IV - Steam Special Edition,2010-09-17,Strategy;Trading;Resource Management,0,9.99
Broken Sword: Director's Cut,2010-09-02,Adventure;Point & Click;Classic,1177,4.99
Dungeons,2011-02-04,Strategy;RPG;Fantasy,112,6.99
The First Templar - Steam Special Edition,2011-05-12,Action;Adventure;Medieval,36,6.99
Tropico 4,2011-09-01,City Builder;Simulation;Strategy,268,12.49
Who's That Flying?!,2011-01-31,Action;Indie;Casual,25,3.99
Jagged Alliance - Back in Action,2012-02-08,Strategy;RPG;Tactical,244,14.99
Doc Clock: The Toasted Sandwich of Time,2010-10-15,Casual;Indie;Adventure,16,2.99
Duke Nukem Forever,2011-06-09,FPS;Action;Nudity,472,14.99
Jolly Rover,2010-06-07,Adventure;Indie;Point & Click,3,6.99
MacGuffin's Curse,2012-04-19,Adventure;Casual;Indie,229,6.99
Turba,2010-07-01,Casual;Indie;Music,14,3.49
Blood Bowl - Legendary Edition,2010-10-28,Strategy;Sports;Turn-Based,380,7.99
A Game of Thrones - Genesis,2011-09-28,Strategy;RTS;Fantasy,8,6.99
Runaway: A Twist of Fate,2011-04-21,Adventure;Point & Click;Mystery,0,6.99
The Next BIG Thing,2011-04-21,Adventure;Point & Click;Mystery,1,6.99
Wargame: European Escalation,2012-02-22,Strategy;RTS;Military,11,7.99
Luxor: 5th Passage,2011-01-25,Casual;Action;Adventure,0,6.99
Glowfish,2011-09-30,Casual;Adventure;Indie,0,6.99
ProtoGalaxy,2010-10-06,Action;Indie;Co-op,33,0.0
Power of Defense,2010-08-04,Strategy;Indie;Tower Defense,0,6.99
Numen: Contest of Heroes,2010-06-03,RPG;Action RPG;Mythology,0,4.99
Lucid,2011-07-19,Casual;Indie;Puzzle,127,4.99
Fractal: Make Blooms Not War,2011-11-29,Casual;Indie;Puzzle,45,4.99
Age of Wonders,2010-10-01,Strategy;RPG;Fantasy,254,3.99
Age of Wonders II: The Wizard's Throne,2010-10-01,Strategy;RPG;Turn-Based Strategy,0,6.99
Age of Wonders Shadow Magic,2010-10-01,Strategy;RPG;Turn-Based Strategy,151,6.99
Zen Bound 2,2010-11-16,Casual;Indie;Puzzle,133,3.99
Might & Magic: Clash of Heroes,2011-09-21,Strategy;Puzzle;RPG,1595,8.59
Critter Crunch,2012-09-11,Indie;Casual;Puzzle,137,4.99
Flight Control HD,2010-11-18,Casual;Action;Arcade,85,2.99
Chime,2010-09-06,Casual;Puzzle;Music,1382,3.99
HOARD,2011-04-04,Casual;Indie;Strategy,31,6.99
Alter Ego,2010-08-03,Adventure;Point & Click;Mystery,12,7.19
Monday Night Combat,2011-01-24,Action;Indie;Sports,101,3.99
Swords and Soldiers HD,2010-12-02,Strategy;Indie;Casual,227,6.99
Riven: The Sequel to MYST,2010-08-04,Adventure;Puzzle;Point & Click,0,3.99
URU: Complete Chronicles,2010-08-03,Adventure;Casual;Puzzle,0,6.99
Myst: Masterpiece Edition,2011-02-02,Adventure;Point & Click;Puzzle,0,3.99
BIT.TRIP BEAT,2010-11-02,Indie;Rhythm;Music,141,6.99
BIT.TRIP RUNNER,2011-02-28,Indie;Rhythm;Platformer,202,6.99
Delve Deeper,2010-09-24,Strategy;Indie;Adventure,241,3.99
Fantasy Wars,2010-08-06,Strategy;Fantasy;Turn-Based,0,3.99
King's Bounty: Crossworlds,2010-09-17,RPG;Strategy;Turn-Based Strategy,30,11.99
Men of War: Vietnam,2011-09-08,Strategy;RTS;Tactical,10,5.59
Theatre of War 3: Korea,2011-03-24,Strategy;Cold War;RTS,0,4.99
Men of War: Assault Squad,2011-02-24,Strategy;World War II;Tactical,365,7.19
Ride 'em Low,2013-11-04,Racing;Simulation,0,2.09
Kaptain Brawe: A Brawe New World,2011-01-20,Adventure;Point & Click;Sci-fi,0,3.99
Demolition Company Gold Edition,2011-08-04,Simulation;Destruction;Singleplayer,0,7.19
Archon Classic,2010-11-02,Strategy;Indie;Remake,16,6.99
Aura: Fate of the Ages,2010-10-04,Adventure;Point & Click;Puzzle,0,4.49
SpellForce 2: Faith in Destiny,2012-06-19,Strategy;RPG;RTS,2481,13.99
Gothic 1,2001-03-15,RPG;Open World;Atmospheric,412,0.0
Painkiller Redemption,2011-02-25,Action;FPS;Shooter,28,4.49
Gothic 3: Forsaken Gods Enhanced Edition,2011-03-22,RPG;Open World;Action,1054,8.99
ArcaniA: Fall of Setarrif,2011-10-24,RPG;Singleplayer;Adventure,5,13.99
Pat & Mat,2010-11-05,Cold War;Sexual Content;Casual,0,3.99
Take On Helicopters,2011-10-27,Simulation;Flight;Open World,4,11.99
Carrier Command: Gaea Mission,2012-09-28,Strategy;Action;Sci-fi,81,19.99
ARMA: Gold Edition,2011-07-13,Simulation;Action;Military,22,5.99
ARMA: Cold War Assault,2011-08-08,Simulation;Action;Strategy,39,3.49
Dungeon Defenders,2011-10-18,Tower Defense;RPG;Co-op,1205,9.99
The Bureau: XCOM Declassified,2013-08-22,Action;Tactical;Sci-fi,168,14.99
Sid Meier's Civilization®: Beyond Earth™,2014-10-23,Strategy;Turn-Based Strategy;Sci-fi,1552,29.99
The Polynomial - Space of the music,2010-10-15,Indie;Music;Action,5,4.99
The Darkness II,2012-02-09,FPS;Action;Gore,214,19.99
Dino D-Day,2011-04-08,Dinosaurs;Action;Multiplayer,150,6.99
Hacker Evolution,2010-09-14,Simulation;Hacking;Puzzle,214,0.79
Hacker Evolution: Untold,2010-09-14,Simulation;Indie;Hacking,265,0.79
Hacker Evolution Duality,2011-08-15,Indie;Hacking;Simulation,46,0.79
Governor of Poker 2,2010-10-11,Casual;Adventure;Simulation,387,5.79
Governor of Poker 2 - Premium Edition,2010-10-11,Casual;Simulation;Adventure,0,14.99
VVVVVV,2010-09-07,Platformer;Indie;Great Soundtrack,74,3.99
Recettear: An Item Shop's Tale,2010-09-10,Capitalism;Anime;RPG,1136,12.99
Chantelise - A Tale of Two Sisters,2011-07-29,Anime;Action;RPG,53,6.49
Diamond Dan,2010-10-08,Indie;Casual;Action,0,0.79
Worms Ultimate Mayhem,2011-09-28,Strategy;Multiplayer;Funny,1285,10.99
Worms Crazy Golf,2011-10-19,Sports;Strategy;Golf,89,6.99
Worms,2011-10-19,Strategy;Multiplayer;Turn-Based Strategy,4,4.99
Worms Blast,2011-10-19,Casual;Strategy;Puzzle,46,5.59
Worms Pinball,2011-10-19,Pinball;Casual;Arcade,13,5.59
Star Ruler,2010-09-20,Strategy;Space;Indie,5,7.19
Evochron Mercenary,2012-01-16,Space;Simulation;Indie,0,14.99
Crazy Taxi,2011-03-04,Racing;Action;Arcade,22,5.59
SEGA Bass Fishing,2011-03-04,Simulation;Sports;Fishing,8,5.59
Space Channel 5: Part 2,2011-03-04,Rhythm;Action;Female Protagonist,0,5.59
Sonic Generations Collection,2011-11-03,Platformer;Great Soundtrack;Action,169,0.0
Closure,2012-09-07,Puzzle;Platformer;Indie,100,6.99
Clones,2010-11-18,Lemmings;Indie;Adventure,220,0.79
The Elder Scrolls V: Skyrim,2011-11-10,Open World;RPG;Fantasy,3885,9.99
Winter Voices,2010-10-29,RPG;Indie;Adventure,0,0.0
Cities in Motion,2011-02-22,Simulation;Management;Strategy,1,14.99
Defenders of Ardania,2012-03-14,Tower Defense;Strategy;Fantasy,55,8.99
Darkest Hour: A Hearts of Iron Game,2011-04-08,Strategy;Grand Strategy;World War II,0,7.99
Pride of Nations,2011-06-07,Strategy;Simulation;Grand Strategy,0,14.99
Sengoku,2011-09-15,Strategy;Simulation;Grand Strategy,112,7.99
Supreme Ruler: Cold War,2011-07-29,Strategy;Cold War;Grand Strategy,0,6.99
Bejeweled® 3,2010-12-07,Casual;Puzzle;Match 3,158,4.25
APOX,2011-01-20,Strategy;Action;Indie,104,11.99
Fate of the World,2011-02-28,Strategy;Simulation;Turn-Based,123,6.99
Puzzle Bots,2010-10-22,Adventure;Indie;Puzzle,0,3.49
Gemini Rue,2011-10-26,Point & Click;Adventure;Sci-fi,97,6.99
The Blackwell Legacy,2012-01-13,Point & Click;Adventure;Indie,0,3.99
Blackwell Unbound,2012-01-13,Adventure;Point & Click;Indie,0,3.99
Blackwell Convergence,2012-01-13,Point & Click;Adventure;Indie,0,3.99
Blackwell Deception,2012-01-13,Point & Click;Adventure;Indie,263,6.99
Farming Simulator 2011,2010-10-29,Simulation;Agriculture;Multiplayer,0,7.19
Blue Toad Murder Files™: The Mysteries of Little Riddle,2010-12-03,Adventure;Casual;Puzzle,0,2.99
SkyDrift,2011-11-21,Racing;Indie;Flight,1329,6.99
Anomaly: Warzone Earth,2011-04-08,Strategy;Indie;Tower Defense,181,7.99
Iron Front: Digital War Edition,2012-05-25,Simulation;World War II;Action,155,10.99
Sanctum,2011-04-15,Tower Defense;Strategy;FPS,166,7.19
E.Y.E: Divine Cybermancy,2011-07-29,Cyberpunk;RPG;FPS,533,6.99
Cloning Clyde,2011-03-15,Casual;Indie;Platformer,0,3.99
Ancients of Ooga,2011-05-20,Indie;Casual;Platformer,0,6.99
Post Apocalyptic Mayhem,2011-03-17,Racing;Action;Post-apocalyptic,193,6.99
Hydrophobia: Prophecy,2011-05-09,Action;Adventure;Indie,180,3.99
DETOUR,2011-05-16,Strategy;Indie;Singleplayer,205,0.79
Gundemonium Recollection,2011-09-27,Bullet Hell;Shoot 'Em Up;Anime,78,2.79
Hitogata Happa,2011-09-27,Bullet Hell;Shoot 'Em Up;Indie,5,2.79
GundeadliGne,2011-09-27,Bullet Hell;Shoot 'Em Up;Anime,23,2.79
A.R.E.S.: Extinction Agenda,2011-01-19,Action;Platformer;Indie,191,3.99
B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,Indie;Local Multiplayer,0,1.49
Xotic,2011-09-16,Action;Indie;FPS,54,7.19
Shadow Harvest: Phantom Ops,2011-04-15,Action;Stealth;Third-Person Shooter,58,6.99
SpaceChem,2011-03-02,Puzzle;Difficult;Programming,143,6.99
Agricultural Simulator 2011: Extended Edition,2011-02-23,Simulation;Agriculture,0,2.09
Revenge of the Titans,2011-03-16,Tower Defense;Strategy;Indie,158,11.39
Dinner Date,2011-03-01,Indie;Short;Casual,0,2.89
Jamestown,2011-06-08,Shoot 'Em Up;Bullet Hell;Local Co-Op,100,6.99
The Dream Machine: Chapter 1 & 2,2012-05-11,Adventure;Point & Click;Indie,68,2.79
Nidhogg,2014-01-13,Local Multiplayer;Indie;Action,184,6.99
Puzzle Agent 2,2011-06-30,Puzzle;Adventure;Point & Click,82,6.99
